,children,content,creationTime,creationTimeDisplay,fetched_at,fullName,id,isAdministrator,like,media,product_code,score,text,code,displayName
2069,"[{'id': 47889, 'creationTime': '2024-12-23T18:06:40.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Trang,</p><p><br></p><p>Dạ, Laptop Asus Vivobook S 14 OLED&nbsp;S5406MA-PP124W&nbsp;Ultra&nbsp;5-125H đang ưu đãi giảm ngay 3,500,000đ áp dụng đến 26/12&nbsp;và tặng phiếu mua hàng 300,000đ (Không áp dụng trả góp 0%) áp dụng đến 26/12&nbsp;giá chỉ từ&nbsp;<strong>22.490.000&nbsp;₫&nbsp;</strong>chưa bao gồm Office vĩnh viễn, mình sẽ cần mua thêm bản quyền để sử dụng ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Máy có office vĩnh viễn chưa ạ ?,2024-12-23T18:02:20.638Z,4 tháng trước,2025-04-16 15:54:10,Thanh Trang,47863.0,False,0.0,"{'images': [], 'videos': []}",311606430737,,,311606430737,Asus Vivobook S5406MA-PP124W Ultra 5-125H
2075,[],"Đã nhận được hàng, dùng rất thích nha.",2024-12-21T19:45:22.796Z,4 tháng trước,2025-04-16 15:54:20,Hà Lâm,43147.0,False,0.0,"{'images': [], 'videos': []}",311606430737,5.0,,311606430737,Asus Vivobook S5406MA-PP124W Ultra 5-125H
2081,"[{'id': 107347, 'creationTime': '2025-03-27T01:03:46.000Z', 'creationTimeDisplay': '20 ngày trước', 'content': '<p>Chào anh Hoàng </p><p><br></p><p>Dạ bên em có hỗ trợ trả góp qua nhà tài chính và thẻ tín dụng ạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W&nbsp;R7-7435HS/AI/16GB/512GB/15.6""&nbsp;144Hz/GeForce&nbsp;RTX4060 8GB/Win11 đang có giá ưu đãi 26.490.000đ áp dụng đến 27/03,&nbsp;tặng thêm bảo hành 1 năm áp dụng đến 31/03&nbsp;</p><p><br></p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Hoàng Lâm', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",19t trả trc 10 có góp được không anh?,2025-03-26T17:45:49.237Z,21 ngày trước,2025-04-16 15:54:31,Van hoang,107330.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2082,"[{'id': 106099, 'creationTime': '2025-03-15T04:02:57.000Z', 'creationTimeDisplay': 'một tháng trước', 'content': '<p>Chào anh Hoàng, </p><p>Dạ ở Trương Định bên em còn hàng ạ.</p><p>Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>. Để được hỗ trợ nhanh nhất ạ.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Trung Hữu', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Cơ sở ở trương định còn hàng k ạ?,2025-03-15T03:59:58.472Z,một tháng trước,2025-04-16 15:54:31,Lê Huy Hoàng,106098.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2083,[],"Đồ họa mạnh mẽ RXT4060 tương thích cao với nhiều phần mềm và game thông dụng hiện tại, vỏ kim loại bền bỉ và tản nhiệt tốt",2025-03-13T11:11:24.788Z,một tháng trước,2025-04-16 15:54:31,HƯƠNG TRÀ,105906.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2084,[],"Máy làm việc đồ họa rất phù hợp, máy chạy êm và tản nhiệt nhanh, mình làm thiết kế máy xử lý nhanh chóng dựng 3D nhanh",2025-03-13T11:05:01.485Z,một tháng trước,2025-04-16 15:54:31,CHỊ LINH,105905.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2085,[],"máy rất mạnh, chơi được nhiều game ở chế độ nặng, đồ họa 8gb đảm bảo chất lượng hình ảnh khi chiếu lên màn hình lớn",2025-03-12T23:59:15.507Z,một tháng trước,2025-04-16 15:54:31,ANH HIẾU,105847.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2086,[],"Máy có card đồ họa tuyệt vời chơi tốt các thể loại game nặng ở mức đồ họa cao, tản nhiệt máy hiệu quả hoạt động ổn định trong thời gian dài",2025-03-07T12:00:31.578Z,một tháng trước,2025-04-16 15:54:31,NGUYÊN,105154.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2087,"[{'id': 100306, 'creationTime': '2025-02-08T04:25:44.000Z', 'creationTimeDisplay': '2 tháng trước', 'content': '<p>Chào anh Văn, </p><p>Dạ sản phẩm Laptop Asus TUF Gaming được thiết kế chip Ryzen 7435HS phù hợp cho các tác vụ nặng như chỉnh sửa video, xử lý đồ họa 3D, lập trình, và chơi game cao cấp. Đây là lựa chọn lý tưởng cho các chuyên gia, game thủ và những người dùng cần sức mạnh xử lý mạnh mẽ để hoàn thành công việc phức tạp.</p><p>Bên em xin phép liên hệ tư vấn kĩ hơn cho mình. Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p>Thân mến!</p><p><br></p>', 'score': None, 'like': 0, 'fullName': 'Nguyễn Đức Thắng', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Con này chạy ryzen 7435 hay 7735,2025-02-08T04:21:43.029Z,2 tháng trước,2025-04-16 15:54:41,Mai Công Văn,100301.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2088,"[{'id': 67924, 'creationTime': '2025-01-08T12:26:24.000Z', 'creationTimeDisplay': '3 tháng trước', 'content': '<p>Chào anh Sơn</p><p>Dạ nếu máy anh mua FPT Shop vui lòng mang qua chi nhánh gần nhất để được gửi hãng hỗ trợ nâng cấp Ram nhé. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>. Để được hỗ trợ nhanh nhất ạ.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Quang Nguyễn ', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",có nhận up thêm RAM cho máy k ạ,2025-01-08T12:10:35.566Z,3 tháng trước,2025-04-16 15:54:41,Nguyễn Sơn,67852.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2089,"[{'id': 57397, 'creationTime': '2024-12-30T10:29:44.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Tài,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W&nbsp;R7-7435HS đang ưu đãi Giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ áp dụng đến 30/12 (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ <strong>26.490.000&nbsp;₫</strong> hiện em hết hàng tại FPT Bến Lứt, mình có thể tham khảo đặt cọc để bên em hỗ trợ chuyển hàng về chi nhánh ạ.</p><p><br></p><p>Em xin phép liên hệ tư vấn kĩ hơn cho mình. Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}, {'id': 58839, 'creationTime': '2024-12-31T15:44:27.173Z', 'creationTimeDisplay': '4 tháng trước', 'content': 'Mình cọc trước bao nhiêu v shop', 'score': None, 'like': 0, 'fullName': 'Nguyễn Phát tài', 'isAdministrator': False, 'media': {'images': [], 'videos': []}}, {'id': 59012, 'creationTime': '2025-01-01T00:59:48.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Tài,</p><p>Dạ, mình có thể chọn 1 trong 2 hình thức:</p><p>- Cọc 10% chưa giữ khuyến mãi, đổi ý không nhận hàng mất phí vận chuyển 150.000đ</p><p>- Cọc 100% giữ khuyến mãi (trừ Samsung), đổi ý không nhận hàng không mất phí</p><p>Thời gian vận chuyển khoảng 3-5 ngày (không tính Thứ 7 - Chủ Nhật) ạ.Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo <a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến !</p><p><br></p>', 'score': None, 'like': 0, 'fullName': 'Đức  Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Bên fpt bến lức còn mẫu này ko,2024-12-30T09:09:35.220Z,4 tháng trước,2025-04-16 15:54:41,Nguyễn phát tài ,57383.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2090,"[{'id': 43471, 'creationTime': '2024-12-21T21:02:27.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Hoa,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming đang ưu đãi giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ&nbsp;<strong>26.490.000&nbsp;₫</strong>&nbsp;chưa có sẵn office, mình sẽ cần cài đặt và mua bản quyền để sử dụng ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Có sẵn office chưa shop nhỉ?,2024-12-21T20:56:02.823Z,4 tháng trước,2025-04-16 15:54:41,Ngọc Hoa,43459.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2091,"[{'id': 43451, 'creationTime': '2024-12-21T20:53:44.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Long,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W đang ưu đãi giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ áp dụng đến 23/12 (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ&nbsp;<strong>26.490.000&nbsp;₫</strong>&nbsp;bảo hành chính hãng lên đến 24 tháng ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Bảo hành như thế nào ạ?,2024-12-21T20:50:22.461Z,4 tháng trước,2025-04-16 15:54:41,Thiên Long,43441.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2092,"[{'id': 43428, 'creationTime': '2024-12-21T20:46:37.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Long,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W đang ưu đãi giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ áp dụng đến 23/12 (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ&nbsp;<strong>26.490.000&nbsp;₫</strong>&nbsp;có trọng lượng khoảng 2.2kg, cầm khá chắc tay ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Máy này khoảng nhiêu kg vậy ad ?
",2024-12-21T20:43:33.388Z,4 tháng trước,2025-04-16 15:54:41,Long lê,43412.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2093,"[{'id': 43391, 'creationTime': '2024-12-21T20:38:19.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Tú,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W đang ưu đãi giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ áp dụng đến 23/12 (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ&nbsp;<strong>26.490.000&nbsp;₫</strong> được trang bị màn hình 15.6 inch ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Màn hình bao nhiêu inch ?
",2024-12-21T20:35:29.891Z,4 tháng trước,2025-04-16 15:54:52,Tuấn Tú,43378.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2094,"[{'id': 43318, 'creationTime': '2024-12-21T20:21:50.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Đức,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W đang ưu đãi giảm ngay 3,000,000đ&nbsp;và tặng phiếu mua hàng 300,000đ áp dụng đến 23/12 (Không áp dụng kèm trả góp 0%)&nbsp;giá chỉ từ&nbsp;<strong>26.490.000&nbsp;₫</strong> hỗ trợ nâng ram tối đa lên đến 32gb ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Laptop có nâng ram được không shop,2024-12-21T20:20:51.672Z,4 tháng trước,2025-04-16 15:54:52,Đức Nguyễn,43314.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2096,"[{'id': 43274, 'creationTime': '2024-12-21T20:13:13.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Xuân,</p><p><br></p><p>Dạ, Laptop Asus TUF Gaming&nbsp;FA507NVR-LP091W đang ưu đãi giảm ngay 2,000,000đ&nbsp;và có hỗ trợ trả góp 0%&nbsp;giá chỉ từ&nbsp;<strong>27.490.000&nbsp;₫ </strong>mình có thể trả góp qua công ty tài chính và thẻ tín dụng ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Có chương trình trả góp không?,2024-12-21T20:03:55.318Z,4 tháng trước,2025-04-16 15:54:52,Ngọc Xuân,43236.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2097,"[{'id': 43212, 'creationTime': '2024-12-21T20:00:43.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Nhiên,</p><p><br></p><p>Dạ, bên em giao hàng tận nơi miễn phí trong vòng 20km tính từ shop có hàng cho mình ạ.</p><p><br></p><p>Nếu cần thêm thông tin khác anh/chị vui lòng gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Trần Ngọc Minh', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Bên mình có thể giao hàng tận nơi không?,2024-12-21T19:59:36.548Z,4 tháng trước,2025-04-16 15:54:52,an nhiên,43211.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2100,[],"Có cả trả góp, quá tuyệt.",2024-12-21T19:27:02.097Z,4 tháng trước,2025-04-16 15:55:02,Thanh Trang,43084.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2101,[],"Giao hàng tận nơi miễn phí, quá là tiện, chỉ cần ở nhà đặt hàng là có ngay.",2024-12-21T19:24:24.896Z,4 tháng trước,2025-04-16 15:55:02,Văn Sơn,43075.0,False,0.0,"{'images': [], 'videos': []}",817090417472,5.0,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2105,"[{'id': 32916, 'creationTime': '2024-12-16T11:35:32.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Vượng,</p><p><br></p><p>Dạ, FPT shop hỗ trợ thu cũ lại laptop mua tại FPT shop trong vòng 12 tháng đầu tiên, anh ghé FPT shop gần nhất bên em hỗ trợ định giá máy và thu lại nha,</p><p><br></p><p>Nếu cần thêm thông tin khác anh (chị) gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a></p><p><br></p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Ngô Hải Long', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",Shop có thu lại lap cũ k? Trc mình mua ở FPT shop ,2024-12-16T11:27:31.581Z,4 tháng trước,2025-04-16 15:55:12,Dương Đức Vượng,32901.0,False,0.0,"{'images': [], 'videos': []}",817090417472,,,817090417472,Asus TUF Gaming FA507NVR-LP091W R7-7435HS
2106,[],Chơi game nặng thì quạt hơi to,2024-12-25T10:25:41.513Z,4 tháng trước,2025-04-16 15:55:13,THƯƠNG LÂM,51100.0,False,0.0,"{'images': [], 'videos': []}",659740526784,3.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2107,[],"rất tuyệt vời trong tầm giá, mình mua sử dụng lâu dài khá yên tâm",2024-12-25T10:24:55.497Z,4 tháng trước,2025-04-16 15:55:13,ANH TUẤN,51095.0,False,0.0,"{'images': [], 'videos': []}",659740526784,5.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2108,[],mình dùng 1 thời gian dài máy vẫn hoạt động rất ổn định và tản nhiệt tốt,2024-12-25T10:23:03.889Z,4 tháng trước,2025-04-16 15:55:13,NHUNG,51085.0,False,0.0,"{'images': [], 'videos': []}",659740526784,5.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2109,[], chip đồ hoạ tương thích tốt nhiều game,2024-12-25T10:22:20.055Z,4 tháng trước,2025-04-16 15:55:13,Lượng,51081.0,False,0.0,"{'images': [], 'videos': []}",659740526784,5.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2110,[],"Máy thiết kế đẹp và rất chắc chắn, vỏ máy hoàn thiện tỉ mỉ và đẹp, màn hình nét",2024-12-25T10:20:27.500Z,4 tháng trước,2025-04-16 15:55:13,Giang,51071.0,False,0.0,"{'images': [], 'videos': []}",659740526784,5.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2111,[],mua về chơi game mượt khỏi bàn,2024-12-25T10:19:48.415Z,4 tháng trước,2025-04-16 15:55:13,Hà thanh phong,51069.0,False,0.0,"{'images': [], 'videos': []}",659740526784,5.0,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2113,"[{'id': 51016, 'creationTime': '2024-12-25T09:43:09.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Thương,</p><p>Dạ, cửa hàng em có hỗ trợ giao trong bán kính tối đa 20km, giúp chị đỡ mất công đi lại và tiết kiệm thời gian.Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến !</p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]",cho em hỏi shop có giao hàng ko nhỉ,2024-12-25T09:42:46.502Z,4 tháng trước,2025-04-16 15:55:23,Thương,51015.0,False,0.0,"{'images': [], 'videos': []}",659740526784,,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2114,"[{'id': 51014, 'creationTime': '2024-12-25T09:41:44.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Tài,</p><p>Dạ, sản phẩm có hỗ trợ trả góp qua nhà tài chính và thẻ tín dụng với số tiền chỉ từ 2.431.000&nbsp;₫/tháng ạ. Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến !</p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Em có thể mua trả góp được ko
",2024-12-25T09:41:13.065Z,4 tháng trước,2025-04-16 15:55:23,Tiến Tài,51013.0,False,0.0,"{'images': [], 'videos': []}",659740526784,,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2115,"[{'id': 51012, 'creationTime': '2024-12-25T09:40:42.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Nguyên,</p><p>Dạ, sản phẩm đã được cài sẵn hệ điều hành Windows 11 và chưa kèm theo office. Anh tham khảo mua kèm&nbsp;Microsoft 365 Personal ,cửa hàng đang có ưu đãi giảm đến 600,000đ khi mua office này chung với thiết bị. Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Có cần phải mua thêm office ko ạ
",2024-12-25T09:40:21.384Z,4 tháng trước,2025-04-16 15:55:23,NGUYÊN,51011.0,False,0.0,"{'images': [], 'videos': []}",659740526784,,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2116,"[{'id': 51010, 'creationTime': '2024-12-25T09:39:51.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào anh Minh,</p><p>Dạ. &nbsp;sản phẩm có trọng lượng chỉ 2.2 kg giúp không gây ra sự bất tiện khi người dùng mang theo thiết bị để làm việc và giải trí hàng ngày.</p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác anh gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Em mua về để đi làm mỗi ngày, có nặng lắm ko ad",2024-12-25T09:38:47.077Z,4 tháng trước,2025-04-16 15:55:23,Minh,51009.0,False,0.0,"{'images': [], 'videos': []}",659740526784,,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
2117,"[{'id': 51007, 'creationTime': '2024-12-25T09:37:47.000Z', 'creationTimeDisplay': '4 tháng trước', 'content': '<p>Chào chị Ngọc,</p><p>Dạ. sản phẩm sử dụng chip Intel Core i7-13620H – một trong những bộ vi xử lý có hiệu năng hàng đầu ở thời điểm hiện nay. Đây là chìa khóa giúp thiết bị xử lý mượt mà mọi tác vụ từ cơ bản đến cao cấp, bao gồm cả chơi game, xem phim, thiết kế hay render video.</p><p>Bên em xin phép liên hệ để tư vấn chi tiết hơn. Nếu cần thêm thông tin khác chị gọi tổng đài miễn phí 18006601 hoặc có thể chat qua Zalo&nbsp;<a href=""https://zalo.me/2659487666103055748"" rel=""noopener noreferrer"" target=""_blank"">tại đây</a>.</p><p>Thân mến!</p>', 'score': None, 'like': 0, 'fullName': 'Thành Nhân', 'isAdministrator': True, 'media': {'images': [], 'videos': []}}]","Máy này có chơi game ổn ko shop
",2024-12-25T09:36:31.789Z,4 tháng trước,2025-04-16 15:55:23,Kim Ngọc,51006.0,False,0.0,"{'images': [], 'videos': []}",659740526784,,,659740526784,Asus TUF Gaming FX507VV-LP304W i7-13620H
