cam_ung,height_mm,url_path,material,storage_max_support,storage_gb,display_width,bluetooth_version,width_mm,manufacturer,cpu_max_speed,root_price,cpu_threads,cpu_cores,ram_speed,product_weight,discounted_price,ram_type,refresh_rate,cpu_speed,name,ram_storage,is_installment,ram_slots,os_version,battery_capacity,laptop_color,cpu_model,vga_type,depth_mm,image,vga_brand,product_id,cpu_series,display_height,vga_vram,laptop_camera,display_size,cpu_brand,hoc_tap_van_phong,laptop_sang_tao_noi_dung,mong_nhe,gaming,do_hoa_ky_thuat,cao_cap_sang_trong
0,251.0,https://www.thegioididong.com/laptop/asus-fx507zc4-i7-hn181w?code=0220042002777,vỏ nhựa - nắp lưng kim loại,1024.0,512.0,1920.0,5.2,354.0,asus,4.7,23190000.0,20.0,14.0,3200.0,2.2,23190000.0,ddr4,144.0,2.3,Laptop Asus TUF Gaming F15 FX507ZC4 i7 12700H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN181W),16.0,1,2.0,windows 11,56.0,xám,12700h,card rời,24.9,https://cdn.tgdd.vn/Products/Images/44/327974/asus-fx507zc4-i7-hn181w-1-750x500.jpg,nvidia,0220042002777__l182_20250402-105034,core i7,1080.0,4.0,hd,15.6,intel,1,1,0,1,1,0
0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i5-71043883?code=0220042002809,vỏ nhựa,512.0,512.0,1920.0,5.0,358.5,dell,4.4,16490000.0,12.0,10.0,2666.0,1.9,16490000.0,ddr4,120.0,1.3,Laptop Dell Inspiron 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043883),16.0,1,2.0,windows 11,41.0,bạc,1235u,card tích hợp,18.99,https://cdn.tgdd.vn/Products/Images/44/328944/dell-inspiron-15-3520-i5-71043883-1-750x500.jpg,intel,0220042002809__l224_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,0,0,0,0,0
0,232.5,https://www.thegioididong.com/laptop/asus-vivobook-15-x1504za-i5-nj1546w?code=0220042002778,vỏ nhựa,512.0,512.0,1920.0,5.3,359.7,asus,4.4,14090000.0,12.0,10.0,3200.0,1.7,14090000.0,ddr4,60.0,1.3,Laptop Asus Vivobook 15 X1504ZA i5 1235U/16GB/512GB/Win11 (NJ1546W),16.0,1,2.0,windows 11,42.0,xanh dương,1235u,card tích hợp,17.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327977/asus-vivobook-15-x1504za-i5-nj1546w-1-638633757298878635-750x500.jpg,intel,0220042002778__l49_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,0,0,1,1,0
0,220.1,https://www.thegioididong.com/laptop/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w?code=0220042002779,vỏ kim loại,512.0,512.0,2880.0,5.3,312.4,asus,4.5,26690000.0,18.0,14.0,5200.0,1.2,26690000.0,lpddr5,120.0,1.2,Laptop Asus Zenbook 14 OLED UX3405MA Ultra 5 125H/16GB/512GB/Win11,16.0,1,0.0,windows 11,75.0,bạc,125h,card tích hợp,14.9,https://cdn.tgdd.vn/Products/Images/44/320431/asus-zenbook-14-oled-ux3405ma-ultra-5-pp151w-1-1-750x500.jpg,intel,0220042002779__l78_20250402-105034,core ultra 5,1800.0,0.0,full hd,14.0,intel,1,0,0,1,1,1
0,219.43,https://www.thegioididong.com/laptop/dell-latitude-3440-i5-l3440i51235u16g512g?code=0220042002780,vỏ nhựa,1024.0,512.0,1920.0,5.3,322.17,dell,4.4,16990000.0,12.0,10.0,3200.0,1.54,16990000.0,ddr4,60.0,1.3,Laptop Dell Latitude 3440 i5 1235U/16GB/512GB/Win11 (L3440-I51235U-16G512G),16.0,1,2.0,windows 11,41.0,đen,1235u,card tích hợp,19.37,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/327980/dell-latitude-3440-i5-l3440i51235u16g512g-glr-1-638622519324400928-750x500.jpg,intel,0220042002780__l75_20250402-105034,core i5,1080.0,0.0,full hd,14.0,intel,1,0,0,0,1,0
0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-n3530i5u165w11slu?code=0220042002781,vỏ nhựa,2048.0,512.0,1920.0,5.3,358.5,dell,4.6,18490000.0,12.0,10.0,2666.0,1.66,18490000.0,ddr4,120.0,1.3,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/Win11 (N3530-i5U165W11SLU),16.0,1,2.0,windows 11,41.0,bạc,1334u,card tích hợp,18.99,https://cdn.tgdd.vn/Products/Images/44/327981/dell-inspiron-15-3530-i5-n3530i5u165w11slu-new-fix-1-750x500.jpg,intel,0220042002781__l86_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,0,0,0,1,0
0,235.56,https://www.thegioididong.com/laptop/dell-vostro-15-3520-i5-v3520i5u165w11gru?code=0220042002782,vỏ nhựa,2048.0,512.0,1920.0,5.1,358.5,dell,4.4,16490000.0,12.0,10.0,2666.0,1.9,16490000.0,ddr4,120.0,1.3,Laptop Dell Vostro 15 3520 i5 1235U/16GB/512GB/120Hz/OfficeHS/Win11 (V3520-i5U165W11GRU),16.0,1,2.0,windows 11,41.0,xám,1235u,card tích hợp,18.99,https://cdn.tgdd.vn/Products/Images/44/327982/dell-vostro-15-3520-i5-v3520i5u165w11gru-1-750x500.jpg,intel,0220042002782__l206_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,0,0,0,0,0
0,251.0,https://www.thegioididong.com/laptop/asus-gaming-tuf-f15-fx507zc4-i5-hn330w?code=0220042002791,vỏ nhựa - nắp lưng kim loại,1024.0,512.0,1920.0,5.2,354.0,asus,4.5,19890000.0,16.0,12.0,3200.0,2.2,19890000.0,ddr4,144.0,2.5,Laptop Asus TUF Gaming F15 FX507ZC4 i5 12500H/16GB/512GB/4GB RTX3050/144Hz/Win11 (HN330W),16.0,1,2.0,windows 11,56.0,xám,12500h,card rời,24.9,https://cdn.tgdd.vn/Products/Images/44/328235/asus-gaming-tuf-f15-fx507zc4-i5-hn330w-1-750x500.jpg,nvidia,0220042002791__l41_20250402-105034,core i5,1080.0,4.0,hd,15.6,intel,0,0,0,1,1,0
0,224.0,https://www.thegioididong.com/laptop/lenovo-thinkbook-14-ultra-7-21mr0072vn?code=0220042002785,vỏ kim loại,2048.0,512.0,1920.0,5.3,313.5,lenovo,4.8,25690000.0,14.0,12.0,5600.0,1.38,25690000.0,ddr5,60.0,1.7,Laptop Lenovo ThinkBook 14 Ultra 7 155U/16GB/512GB/Win11 (21MR0072VN),16.0,1,2.0,windows 11,45.0,xám,155u,card tích hợp,16.9,https://cdn.tgdd.vn/Products/Images/44/328130/lenovo-thinkbook-14-ultra-7-21mr0072vn-1-750x500.jpg,intel,0220042002785__l211_20250402-105034,core ultra 7,1200.0,0.0,full hd,14.0,intel,1,1,1,0,0,1
0,247.7,https://www.thegioididong.com/laptop/lenovo-thinkpad-e16-ultra-7-21ma004pvn?code=0220042002786,vỏ kim loại,1024.0,1024.0,2560.0,5.3,356.1,lenovo,4.8,33390000.0,22.0,16.0,5600.0,1.81,33390000.0,ddr5,60.0,1.4,Laptop Lenovo ThinkPad E16 Ultra 7 155H/32GB/1TB/Win11 (21MA004PVN),32.0,1,2.0,windows 11,47.0,đen,155h,card tích hợp,19.85,https://cdn.tgdd.vn/Products/Images/44/328131/lenovo-thinkpad-e16-ultra-7-21ma004pvn-1-750x500.jpg,intel,0220042002786__l131_20250402-105034,core ultra 7,1600.0,0.0,full hd,16.0,intel,1,0,1,0,0,1
0,214.8,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-5-21lu004nvn?code=0220042002787,vỏ nhựa,2048.0,512.0,1920.0,5.3,301.7,lenovo,4.3,33990000.0,14.0,12.0,6400.0,1.17,33990000.0,lpddr5,60.0,1.3,Laptop Lenovo Thinkpad X13 Ultra 5 125U/16GB/512GB/Win11 Pro (21LU004NVN),16.0,1,0.0,windows 11,54.7,đen,125u,card tích hợp,15.95,https://cdn.tgdd.vn/Products/Images/44/328134/lenovo-thinkpad-x13-ultra-5-21lu004nvn-1-750x500.jpg,intel,0220042002787__l250_20250402-105034,core ultra 5,1200.0,0.0,full hd,13.3,intel,1,1,1,0,1,0
0,221.0,https://www.thegioididong.com/laptop/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn?code=0220042002788,vỏ kim loại,1024.0,1024.0,1920.0,5.2,312.0,lenovo,4.8,26190000.0,22.0,16.0,7467.0,1.48,26190000.0,lpddr5,60.0,1.4,Laptop Lenovo IdeaPad Slim 5 14IMH9 Ultra 7 155H/32GB/1TB/Win11 (83DA0020VN),32.0,1,0.0,windows 11,57.0,xám,155h,card tích hợp,16.9,https://cdn.tgdd.vn/Products/Images/44/328135/lenovo-ideapad-slim-5-14imh9-ultra-7-83da0020vn-1-750x500.jpg,intel,0220042002788__l122_20250402-105034,core ultra 7,1200.0,0.0,full hd,14.0,intel,1,1,0,1,1,0
0,249.1,https://www.thegioididong.com/laptop/asus-vivobook-k3605zf-i5-rp745w?code=0220042002793,vỏ nhựa - nắp lưng kim loại,512.0,512.0,1920.0,5.3,358.6,asus,4.5,17190000.0,16.0,12.0,3200.0,1.8,17190000.0,ddr4,144.0,2.5,Laptop Asus Gaming Vivobook K3605ZF i5 12500H/16GB/512GB/4GB RTX2050/Win11 (RP745W),16.0,1,2.0,windows 11,50.0,đen,12500h,card rời,18.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328237/asus-vivobook-k3605zf-i5-rp745w-glr-1-638611359317882325-750x500.jpg,nvidia,0220042002793__l25_20250402-105034,core i5,1200.0,4.0,hd,16.0,intel,0,0,0,1,0,0
0,249.1,https://www.thegioididong.com/laptop/asus-vivobook-k3605zc-i5-rp629w?code=0220042002794,vỏ nhựa - nắp lưng kim loại,512.0,512.0,1920.0,5.3,358.6,asus,4.5,18190000.0,16.0,12.0,3200.0,1.8,18190000.0,ddr4,144.0,2.5,Laptop Asus Gaming Vivobook K3605ZC i5 12500H/16GB/512GB/4GB RTX3050/Win11 (RP629W),16.0,1,2.0,windows 11,50.0,đen,12500h,card rời,18.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328238/asus-vivobook-k3605zc-i5-rp629w-glr-1-638624241501675739-750x500.jpg,nvidia,0220042002794__l42_20250402-105034,core i5,1200.0,4.0,hd,16.0,intel,1,0,0,1,1,1
0,221.9,https://www.thegioididong.com/laptop/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w?code=0220042002795,vỏ kim loại,1024.0,1024.0,2880.0,5.3,310.5,asus,4.5,24690000.0,18.0,14.0,7467.0,1.3,24690000.0,lpddr5,120.0,1.2,Laptop Asus Vivobook S 14 OLED S5406MA Ultra 5 125H/16GB/1TB/120Hz/Win11 (PP136W),16.0,1,0.0,windows 11,75.0,xanh dương,125h,card tích hợp,15.9,https://cdn.tgdd.vn/Products/Images/44/328239/asus-vivobook-s-14-oled-s5406ma-ultra-5-pp136w-1-750x500.jpg,intel,0220042002795__l73_20250402-105034,core ultra 5,1800.0,0.0,full hd,14.0,intel,1,0,0,0,1,1
0,225.9,https://www.thegioididong.com/laptop/hp-240-g9-i3-6l1x8pa?code=0220042002796,vỏ nhựa,1024.0,512.0,1920.0,5.0,324.0,hp,4.4,11190000.0,8.0,6.0,3200.0,1.42,11190000.0,ddr4,60.0,1.2,Laptop HP 240 G9 i3 1215U/8GB/512GB/Win11 (6L1X8PA),8.0,1,2.0,windows 11,41.04,bạc,1215u,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/328304/hp-240-g9-i3-6l1x8pa-1-750x500.jpg,intel,0220042002796__l119_20250402-105034,core i3,1080.0,0.0,hd,14.0,intel,1,1,0,0,0,1
0,235.56,https://www.thegioididong.com/laptop/dell-vostro-3530-i5-80gg93?code=0220042002797,vỏ nhựa,512.0,512.0,1920.0,5.0,358.5,dell,4.6,18490000.0,12.0,10.0,2666.0,1.66,18490000.0,ddr4,120.0,1.3,Laptop Dell Vostro 3530 i5 1335U/16GB/512GB/120Hz/OfficeHS/Win11 (80GG93),16.0,1,2.0,windows 11,41.0,xám,1335u,card tích hợp,18.99,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328473/dell-vostro-3530-i5-80gg93-glr-1-638666779652032767-750x500.jpg,intel,0220042002797__l107_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,1,1,0,0,0
0,234.9,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-n5i7301w1?code=0220042002798,vỏ nhựa,2048.0,512.0,1920.0,5.3,358.5,dell,5.0,21490000.0,12.0,10.0,2666.0,1.65,21490000.0,ddr4,120.0,1.7,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/Office365/KYHD/Win11 (N5I7301W1),16.0,1,2.0,windows 11,54.0,đen,1355u,card tích hợp,17.5,https://cdn.tgdd.vn/Products/Images/44/328474/dell-inspiron-15-3530-i7-n5i7301w1-1-750x500.jpg,intel,0220042002798__l181_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel,1,0,1,0,0,1
0,259.4,https://www.thegioididong.com/laptop/hp-victus-16-s0173ax-r5-a9lg9pa?code=0220042002799,vỏ nhựa,1024.0,512.0,1920.0,5.3,369.0,hp,5.0,21090000.0,12.0,6.0,5600.0,2.31,21090000.0,ddr5,144.0,4.3,Laptop HP Gaming VICTUS 16 s0173AX R5 7640HS/16GB/512GB/6GB RTX3050/144Hz/Win11 (A9LG9PA),16.0,1,2.0,windows 11,70.0,đen,7640hs,card rời,22.9,https://cdn.tgdd.vn/Products/Images/44/328443/hp-victus-16-s0173ax-r5-a9lg9pa-1-750x500.jpg,nvidia,0220042002799__l123_20250402-105034,ryzen 5,1080.0,6.0,full hd,16.1,amd,1,1,0,1,1,0
0,225.6,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe340xda-n4500?code=0220042002800,vỏ nhựa,32.0,32.0,1366.0,5.1,327.1,samsung,2.8,8990000.0,2.0,2.0,2933.0,1.145,8990000.0,lpddr4,60.0,1.1,Laptop Samsung Galaxy Chromebook Go XE340XDA N4500/4GB/32GB/ChromeOS,4.0,1,0.0,chrome os,42.3,bạc,n4500,card tích hợp,15.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328598/samsung-galaxy-chromebook-go-xe340xda-n4500-glr-1-638618349969525771-750x500.jpg,intel,0220042002800__l294_20250402-105034,celeron,768.0,0.0,hd,14.0,intel,1,0,1,0,0,0
0,202.3,https://www.thegioididong.com/laptop/samsung-galaxy-chromebook-go-xe310xda-n4500?code=0220042002801,vỏ nhựa,32.0,32.0,1366.0,5.1,287.9,samsung,2.8,7990000.0,2.0,2.0,2933.0,1.06,7990000.0,lpddr4,60.0,1.1,Laptop Samsung Galaxy Chromebook Go XE310XDA N4500/4GB/32GB/ChromeOS,4.0,1,0.0,chrome os,40.2,bạc,n4500,card tích hợp,15.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328599/samsung-galaxy-chromebook-go-xe310xda-n4500-glr-1-638618364641044774-750x500.jpg,intel,0220042002801__l295_20250402-105034,celeron,768.0,0.0,hd,11.6,intel,1,1,1,0,0,0
0,258.7,https://www.thegioididong.com/laptop/lenovo-loq-15iax9-i5-83gs00dbvn?code=0220042002803,vỏ nhựa,1024.0,512.0,1920.0,5.2,359.86,lenovo,4.4,20190000.0,12.0,8.0,4800.0,2.38,20190000.0,ddr5,144.0,3.0315511226654053,Laptop Lenovo Gaming LOQ 15IAX9 i5 12450HX/24GB/512GB/4GB RTX2050/144Hz/Win11 (83GS00DBVN),24.0,1,2.0,windows 11,60.0,xám,12450hx,card rời,23.9,https://cdn.tgdd.vn/Products/Images/44/328483/lenovo-loq-15iax9-i5-83gs00dbvn-1-750x500.jpg,nvidia,0220042002803__l127_20250402-105034,core i5,1080.0,4.0,hd,15.6,intel,1,1,0,0,1,1
0,225.9,https://www.thegioididong.com/laptop/hp-240-g9-i5-ag2j7at?code=0220042002806,vỏ nhựa,1024.0,512.0,1920.0,5.3,324.0,hp,4.4,15890000.0,12.0,10.0,3200.0,1.47,15890000.0,ddr4,60.0,1.3,Laptop HP 240 G9 i5 1235U/16GB/512GB/Win11 (AG2J7AT),16.0,1,2.0,windows 11,41.0,bạc,1235u,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/328814/hp-240-g9-i5-ag2j7at-1-750x500.jpg,intel,0220042002806__l16_20250402-105034,core i5,1080.0,0.0,hd,14.0,intel,1,0,1,0,0,1
1,218.9,https://www.thegioididong.com/laptop/hp-envy-x360-14-fa0050au-r5-a29h8pa?code=0220042002807,vỏ kim loại,512.0,512.0,2880.0,5.3,313.3,hp,4.9,26590000.0,12.0,6.0,6400.0,1.39,26590000.0,lpddr5,60.0,3.5,Laptop HP Envy X360 14 fa0050AU R5 8640HS/16GB/512GB/Win11 (A29H8PA),16.0,1,0.0,windows 11,59.0,bạc,8640hs,card tích hợp,16.9,https://cdn.tgdd.vn/Products/Images/44/328815/hp-envy-x360-14-fa0048au-r7-a19bqpa-glr-1-750x500.jpg,amd,0220042002807__l163_20250402-105034,ryzen 5,1800.0,0.0,full hd,14.0,amd,1,0,1,0,0,1
0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i5-71043885?code=0220042002810,vỏ nhựa,512.0,512.0,1920.0,5.3,358.5,dell,4.6,18490000.0,12.0,10.0,2666.0,1.66,18490000.0,ddr4,120.0,1.3,Laptop Dell Inspiron 15 3530 i5 1334U/16GB/512GB/120Hz/OfficeHS/KYHD/Win11 (71043885),16.0,1,2.0,windows 11,41.0,bạc,1334u,card tích hợp,18.99,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328945/dell-inspiron-15-3530-i5-71043885-1-638663969880637167-750x500.jpg,intel,0220042002810__l113_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,1,1,0,1,1
0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-15-3530-i7-71043888?code=0220042002811,vỏ nhựa,512.0,512.0,1920.0,5.3,358.5,dell,5.0,21490000.0,12.0,10.0,2666.0,1.66,21490000.0,ddr4,120.0,1.7,Laptop Dell Inspiron 15 3530 i7 1355U/16GB/512GB/120Hz/OfficeHS/Win11 (71043888),16.0,1,2.0,windows 11,54.0,bạc,1355u,card tích hợp,18.99,https://cdn.tgdd.vn/Products/Images/44/328946/dell-inspiron-15-3530-i7-71043888-1-750x500.jpg,intel,0220042002811__l141_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel,1,1,1,0,0,1
0,249.5,https://www.thegioididong.com/laptop/dell-inspiron-16-5640-core-7-khpf5?code=0220042002812,vỏ nhựa,1024.0,1024.0,1920.0,5.3,356.7,dell,5.4,29490000.0,12.0,10.0,5200.0,1.87,29490000.0,ddr5,60.0,2.846189498901367,Laptop Dell Inspiron 16 5640 Core 7 150U/16GB/1TB/2GB MX570A/OfficeHS/Win11 (KHPF5),16.0,1,2.0,windows 11,54.0,xanh dương,150u,card rời,19.0,https://cdn.tgdd.vn/Products/Images/44/328947/dell-inspiron-16-5640-core-7-khpf5-1-750x500.jpg,nvidia,0220042002812__l186_20250402-105034,core 7,1200.0,2.0,full hd,16.0,intel,1,0,1,0,1,1
0,227.6,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i5-ma467w?code=0220042002814,vỏ nhựa,512.0,512.0,2880.0,5.3,356.8,asus,4.7,18190000.0,16.0,12.0,3200.0,1.7,18190000.0,ddr4,120.0,2.6,Laptop Asus Vivobook 15 OLED A1505VA i5 13500H/16GB/512GB/120Hz/Win11 (MA467W),16.0,1,2.0,windows 11,50.0,đen,13500h,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/328949/asus-vivobook-15-oled-a1505va-i5-ma467w-1-750x500.jpg,intel,0220042002814__l77_20250402-105034,core i5,1620.0,0.0,hd,15.6,intel,1,0,0,1,1,0
0,227.6,https://www.thegioididong.com/laptop/asus-vivobook-15-oled-a1505va-i9-ma586ws?code=0220042002815,vỏ nhựa,512.0,512.0,2880.0,5.3,356.8,asus,5.4,22590000.0,20.0,14.0,3200.0,1.7,22590000.0,ddr4,120.0,2.6,Laptop Asus Vivobook 15 OLED A1505VA i9 13900H/16GB/512GB/120Hz/OfficeHS/Win11 (MA586WS),16.0,1,2.0,windows 11,50.0,bạc,13900h,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/328950/asus-vivobook-15-oled-a1505va-i9-ma586ws-1-750x500.jpg,intel,0220042002815__l100_20250402-105034,core i9,1620.0,0.0,hd,15.6,intel,1,1,1,0,1,1
0,249.1,https://www.thegioididong.com/laptop/asus-gaming-vivobook-k3605zu-i5-rp296w?code=0220042002816,vỏ nhựa,512.0,512.0,1920.0,5.3,358.6,asus,4.5,22190000.0,16.0,12.0,3200.0,1.8,22190000.0,ddr4,144.0,2.5,Laptop Asus Gaming Vivobook K3605ZU i5 12500H/16GB/512GB/6GB RTX4050/144Hz/Win11 (RP296W),16.0,1,2.0,windows 11,70.0,đen,12500h,card rời,18.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/328951/asus-gaming-vivobook-k3605zu-i5-rp296w-1-638717760197043957-750x500.jpg,nvidia,0220042002816__l126_20250402-105034,core i5,1200.0,6.0,hd,16.0,intel,1,1,0,1,1,0
0,238.4,https://www.thegioididong.com/laptop/acer-aspire-3-a315-58-529v-i5-nxaddsv00n?code=0220042002817,vỏ nhựa,1024.0,256.0,1920.0,5.0,363.4,acer,4.2,10990000.0,8.0,4.0,2400.0,1.7,10990000.0,ddr4,60.0,2.4,Laptop Acer Aspire 3 A315 58 529V i5 1135G7/8GB/256GB/Win11 (NX.ADDSV.00N),8.0,1,1.0,windows 11,36.7,bạc,1135g7,card tích hợp,19.9,https://cdn.tgdd.vn/Products/Images/44/329075/acer-aspire-3-a315-58-529v-i5-nxaddsv00n-2-750x500.jpg,intel,0220042002817__l202_20250402-105034,core i5,1080.0,0.0,hd,15.6,intel,1,0,0,0,0,0
0,260.5,https://www.thegioididong.com/laptop/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn?code=0220042002818,vỏ nhựa - nắp lưng kim loại,1024.0,1024.0,2560.0,5.3,359.7,lenovo,5.1,40690000.0,16.0,8.0,5600.0,2.3,40690000.0,ddr5,165.0,3.8,Laptop Lenovo Gaming Legion Slim 5 16AHP9 R7 8845HS/32GB/1TB/8GB RTX4060/165Hz/Win11 (83DH003BVN),32.0,1,2.0,windows 11,80.0,xám,8845hs,card rời,21.9,https://cdn.tgdd.vn/Products/Images/44/329111/lenovo-legion-slim-5-16ahp9-r7-83dh003bvn-1-750x500.jpg,nvidia,0220042002818__l238_20250402-105034,ryzen 7,1600.0,8.0,full hd,16.0,amd,0,1,0,1,1,0
0,235.8,https://www.thegioididong.com/laptop/lenovo-v15-g5-irl-core-5-83hf0000vn?code=0220042002819,vỏ nhựa,1024.0,512.0,1920.0,5.2,359.2,lenovo,5.0,17890000.0,12.0,10.0,5200.0,1.61,17890000.0,ddr5,60.0,1.4,Laptop Lenovo V15 G5 IRL Core 5 120U/16GB/512GB/Win11 (83HF0000VN),16.0,1,2.0,windows 11,47.0,xám,120u,card tích hợp,18.3,https://cdn.tgdd.vn/Products/Images/44/329112/lenovo-v15-g5-irl-core-5-83hf0000vn-1-750x500.jpg,intel,0220042002819__l189_20250402-105034,core 5,1080.0,0.0,hd,15.6,intel,1,0,0,0,0,0
1,214.8,https://www.thegioididong.com/laptop/lenovo-thinkpad-x13-ultra-7-21lu004lvn?code=0220042002820,vỏ kim loại,2048.0,1024.0,1920.0,5.3,301.7,lenovo,4.8,44590000.0,22.0,16.0,6400.0,1.17,44590000.0,lpddr5,60.0,1.4,Laptop Lenovo Thinkpad X13 Ultra 7 155H/32GB/1TB/Win11 Pro (21LU004LVN),32.0,1,0.0,windows 11,54.7,đen,155h,card tích hợp,15.95,https://cdn.tgdd.vn/Products/Images/44/329113/lenovo-thinkpad-x13-ultra-7-21lu004lvn-1-750x500.jpg,intel,0220042002820__l311_20250402-105034,core ultra 7,1200.0,0.0,full hd,13.3,intel,1,0,0,0,1,0
0,235.56,https://www.thegioididong.com/laptop/dell-inspiron-15-3520-i7-71053682?code=0220042002968,vỏ nhựa,512.0,512.0,1920.0,5.0,358.5,dell,4.7,19990000.0,12.0,10.0,2666.0,1.9,19990000.0,ddr4,120.0,1.7,Laptop Dell Inspiron 15 3520 i7 1255U/16GB/512GB/120Hz/OfficeHS/Win11 (71053682),16.0,1,2.0,windows 11,54.0,bạc,1255u,card tích hợp,18.99,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/333104/dell-inspiron-15-3520-i7-71053682-1-638712390373486937-750x500.jpg,intel,0220042002968__l50_20250402-105034,core i7,1080.0,0.0,hd,15.6,intel,1,0,0,0,0,1
0,271.09,https://www.thegioididong.com/laptop/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g?code=0220042002826,vỏ nhựa,1024.0,512.0,1920.0,5.0,360.4,acer,4.7,21990000.0,20.0,14.0,3200.0,2.5,21990000.0,ddr4,144.0,2.3,Laptop Acer Gaming Nitro AN515 58 773Y i7 12700H/16GB/512GB/4GB RTX3050Ti/144Hz/Win11 (NH.QFKSV.001.16G),16.0,1,2.0,windows 11,57.5,đen,12700h,card rời,25.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329337/acer-nitro-an515-58-773y-i7-12700h-nhqfksv00116g-1-638603105913243986-750x500.jpg,nvidia,0220042002826__l91_20250402-105034,core i7,1080.0,4.0,hd,15.6,intel,0,0,0,1,1,0
0,259.4,https://www.thegioididong.com/laptop/hp-victus-16-r0283tx-i5-ad9t3pa?code=0220042002827,vỏ nhựa,512.0,512.0,1920.0,5.3,369.0,hp,4.7,23690000.0,16.0,12.0,5200.0,2.31,23690000.0,ddr5,144.0,2.6,Laptop HP Gaming VICTUS 16 r0283TX i5 13500H/16GB/512GB/144Hz/6GB RTX3050/Win11 (AD9T3PA),16.0,1,2.0,windows 11,70.0,đen,13500h,card rời,23.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329429/hp-victus-16-r0283tx-i5-ad9t3pa-1-638606103806918346-750x500.jpg,nvidia,0220042002827__l84_20250402-105034,core i5,1080.0,6.0,full hd,16.1,intel,0,0,0,1,1,0
0,215.2,https://www.thegioididong.com/laptop/lenovo-v14-core-5-83hd0001vn?code=0220042002828,vỏ nhựa,1024.0,512.0,1920.0,5.2,324.2,lenovo,5.0,17690000.0,12.0,10.0,5200.0,1.37,17690000.0,ddr5,60.0,1.4,Laptop Lenovo V14 Core 5 120U/16GB/512GB/Win11 (83HD0001VN),16.0,1,2.0,windows 11,47.0,xám,120u,card tích hợp,17.9,https://cdnv2.tgdd.vn/mwg-static/tgdd/Products/Images/44/329736/lenovo-v14-core-5-83hd0001vn-1-638622541354255171-750x500.jpg,intel,0220042002828__l177_20250402-105034,core 5,1080.0,0.0,hd,14.0,intel,1,0,1,0,0,1
